gene_id	baseMean_rna	baseMean_ribo	baseMean_5ut	log2FoldChange_rna	padj_rna	log2FoldChange_ribo	padj_ribo	log2FoldChange_riborna	padj_riborna	log2FoldChange_5ut	pval_5ut	symb	biotype	log2FC_5utrcds
ENSG00000177614.10	1073.5794268232	211.268674859647	18.8693422740987	0.489435412377166	0.00164974909958638	0.157713918579558	0.808903347139932	-0.334042906722772	0.598366025403393	0.348287196100357	0.44177268923495	PGBD5	protein_coding	1.74943307207136
ENSG00000274391.4	12.8991279669848	5.05735665218787	0	0.489361211881098	NA	-0.249407288314626	NA	-0.746904797578318	NA	NA	NA	TPTE	protein_coding	NA
ENSG00000273045.5	111.314101018064	41.0632225793901	16.7256272537235	0.489258881100402	0.288019386958341	0.440178912458211	0.703752507611621	-0.0521943264516713	NA	0.0662492776088524	0.842799522622068	C2orf15	protein_coding	-0.20387233336565
ENSG00000204099.11	11.8291003513322	0	0	0.489078468248253	NA	NA	NA	NA	NA	NA	NA	NEU4	protein_coding	NA
ENSG00000012171.18	137.978429244247	1.48087889965426	0	0.488436933370682	0.241931599910596	-0.0102022732146977	NA	-0.48943629759332	NA	NA	NA	SEMA3B	protein_coding	NA
ENSG00000164086.9	918.956980253496	136.524371416345	8.58913759274918	0.487824481882223	0.00154932008392886	-0.456983690535146	0.409310703955399	-0.943979339855315	0.00519601736142671	0.0786598872915452	0.897864586415745	DUSP7	protein_coding	0.409160932942174
ENSG00000179477.9	254.818637544938	29.8547185973688	0	0.487234009784477	0.0768672757789882	0.383937551793883	0.799933918056294	-0.108134344605042	NA	NA	NA	ALOX12B	protein_coding	NA
ENSG00000136161.12	158.751084452318	50.5602567377544	2.76640226551613	0.487148490041826	0.189270567782054	-0.149607609691806	0.909114937179926	-0.638743768456633	NA	0.870711972761365	0.339142376243845	RCBTB2	protein_coding	1.66742466091313
ENSG00000131864.10	1.89962815118051	0.49725614030268	0	0.487065289012752	NA	-2.42957951505775	NA	NA	NA	NA	NA	USP29	protein_coding	NA
ENSG00000197479.6	1.89962815118051	0.767922604256337	0	0.487065289012752	NA	-0.936271500636307	NA	NA	NA	NA	NA	PCDHB11	protein_coding	NA
ENSG00000115541.10	5670.50453344891	1876.44342952792	218.998579053745	0.486485930592052	4.52399858096068e-06	0.538277040452194	0.00308308180995052	0.0502113917877715	0.93644802697619	0.0148178006718993	0.913062150379854	HSPE1	protein_coding	0.303782604232844
ENSG00000164076.16	434.492607835873	86.0276076226242	4.62094790487776	0.486279345550719	0.0202780064040385	0.661599955144267	0.281667051405545	0.170971096839741	0.87297633527044	-0.892474720884603	0.194378922839026	CAMKV	protein_coding	0.056034034914328
ENSG00000133640.18	92.6869927075541	42.1370193446121	1.2746230394489	0.48591735459641	0.329194428384837	0.260780774582351	0.845801048190969	-0.229866194526802	NA	0.30431364211465	0.822495635655317	LRRIQ1	protein_coding	-0.156119201917282
ENSG00000232810.3	10.9774582471574	1.46558899748501	0	0.485880880589034	NA	0.972773627058727	NA	0.497626743259472	NA	NA	NA	TNF	protein_coding	NA
ENSG00000268738.2	30.3419448162599	0.541332927907314	0	0.485576521871414	NA	2.55165211040647	NA	NA	NA	NA	NA	HSFX2	protein_coding	NA
ENSG00000144283.21	7116.60988366773	554.44863784491	48.9595587572834	0.485209325239965	6.70041699708888e-09	0.039567761152444	0.945316043777567	-0.448095874622437	0.186329519641131	0.0697355727210844	0.802951148139812	PKP4	protein_coding	1.02497918631731
ENSG00000256061.7	146.698643082801	127.613593317432	0	0.485003353523466	0.200350692009333	0.646817836905674	0.23818662689357	0.157622736615478	NA	NA	NA	DYX1C1	protein_coding	NA
ENSG00000122644.12	356.133715701106	106.119369221598	4.45885808958968	0.483797663025839	0.0694454841320208	0.441598386252116	0.479421334690134	-0.0449347181413208	0.971370509972663	-0.0932287991025231	0.605744832243299	ARL4A	protein_coding	NA
ENSG00000160401.14	3.37894564243533	0	0	0.48377530687705	NA	NA	NA	NA	NA	NA	NA	CFAP157	protein_coding	NA
ENSG00000197971.14	311.216668634961	140.833535248368	5.84866519560385	0.483668234857242	0.064496027601435	0.31553182174553	0.641735541159466	-0.170870800353865	0.87740441504335	-0.249031393257551	0.68143830309042	MBP	protein_coding	-0.162520965359049
ENSG00000174844.14	6.74687050054721	0.751067294942027	0	0.482540676925872	NA	1.01641217591657	NA	NA	NA	NA	NA	DNAH12	protein_coding	NA
ENSG00000186806.5	111.516347711877	6.17449177948597	0	0.481889445282487	0.305905828935409	-0.12673963591238	NA	-0.603594088575051	NA	NA	NA	VSIG10L	protein_coding	NA
ENSG00000155428.12	32.6844092680118	0.270666463953657	0	0.481318920349195	NA	1.53508196100872	NA	NA	NA	NA	NA	TRIM74	protein_coding	NA
ENSG00000158552.12	819.244160871165	71.7818995832566	0.938767260620747	0.480983149714775	0.00214716099742909	0.0899643321164933	0.936463383680398	-0.390765061132616	0.607249329798399	-0.0301549885216003	0.973245250508798	ZFAND2B	protein_coding	NA
ENSG00000177453.7	99.2614241346398	9.11371188343209	12.4507182899834	0.480827867482541	0.363788906443689	0.85713723162568	NA	0.357208029263241	NA	-0.0919136329119268	0.758157848403029	NIM1K	protein_coding	-0.0406419844973461
ENSG00000257108.1	29.1336025111099	1.2695791254745	6.33938637845449	0.480455541010519	NA	0.631233498283586	NA	0.113217153686129	NA	0.127230766578543	0.608177901872623	NHLRC4	protein_coding	NA
ENSG00000176422.13	637.075880755302	215.616182782286	0	0.480231424546411	0.00721251704062131	0.869839614290003	0.00858169193494577	0.387330154287656	0.525491552169818	NA	NA	SPRYD4	protein_coding	NA
ENSG00000178718.6	85.5878725410171	17.399340157051	7.13971504253239	0.480096434435752	0.381053150837606	0.0936567506119523	NA	-0.381066643705175	NA	0.491191437731688	0.27958648688425	RPP25	protein_coding	0.106915203916512
ENSG00000161082.12	54.0901750942344	17.00732041303	0	0.479876966403108	0.545349739295304	0.0267534645853024	NA	-0.449681000008331	NA	NA	NA	CELF5	protein_coding	NA
ENSG00000063245.14	14959.0738948838	824.235244088956	45.5848155611241	0.479837195570293	1.85900826196071e-08	-1.02433266330027	2.11079759639126e-07	-1.50603802841837	5.81076335474051e-17	0.298414338579816	0.243651741931511	EPN1	protein_coding	0.806048425722867
ENSG00000009307.15	41021.3983061549	7166.86859571525	961.98821089189	0.479719012502965	7.11241998380033e-11	0.263237300941433	0.278814867974285	-0.217027577161869	0.610325499407666	0.052748571345731	0.705060985861806	CSDE1	protein_coding	0.0685484294826821
ENSG00000126243.8	1427.49796455305	113.438438982205	54.1247852082825	0.479122576413853	8.12581680283643e-05	-0.219883079150786	0.815376348348443	-0.695735857688574	0.166444454207615	0.175743668659166	0.471737718571357	LRFN3	protein_coding	0.231730285915784
ENSG00000106635.7	1090.40929360819	128.891756644949	2.6870045740223	0.478705983696817	0.00196988805117517	-0.127044402941279	0.891650472464691	-0.604000730547589	0.226711612372839	-0.129095277733947	0.892498675566941	BCL7B	protein_coding	-0.398743691938193
ENSG00000268614.1	61.0326360077983	7.56310012502793	10.4633166741791	0.476685209670801	0.512854338093047	0.030261371489364	NA	-0.450257841752857	NA	-0.313161517270512	0.22869539577936	CTD-2207O23.10	protein_coding	-2.32192809488736
ENSG00000081760.16	1998.88844292343	505.279181764915	11.3696880161194	0.476493878564546	1.64013401923145e-05	0.441318156465476	0.117476758511501	-0.0379704545851794	0.952379849422885	-0.19624830801352	0.607635787877047	AACS	protein_coding	0.197473609959225
ENSG00000100307.12	213.708420709951	30.7176784007463	4.86403395986689	0.476416656658096	0.128132438279039	0.270688474328168	0.867336810623712	-0.211704601920431	NA	0.500621646960214	0.456444630495653	CBX7	protein_coding	2.16992500144231
ENSG00000007541.16	4092.85676694377	301.303062623894	10.2144446702986	0.476234584332983	7.50971906833891e-06	-0.370773035591145	0.410905154921389	-0.846454948525363	0.00318956351570821	0.0664419451165004	0.923982070325982	PIGQ	protein_coding	0.742014168390286
ENSG00000164309.14	30.8373707914584	1.83529855790171	0	0.47615399063664	NA	2.65897578579585	NA	2.14389240487905	NA	NA	NA	CMYA5	protein_coding	NA
ENSG00000185090.14	3900.20886099296	555.997288071235	320.336944793386	0.475649467884881	1.08990774890794e-05	0.302946876377436	0.51263760809566	-0.177113540041609	0.834351292154306	0.127691736437045	0.564614383490721	MANEAL	protein_coding	0.73068775689658
ENSG00000198771.10	1.88860736685706	0	0	0.475397463687072	NA	NA	NA	NA	NA	NA	NA	RCSD1	protein_coding	NA
ENSG00000223443.2	1.88860736685706	0.249410773723866	NA	0.475397463687072	NA	-1.43279845404289	NA	NA	NA	NA	NA	USP17L2	protein_coding	NA
ENSG00000145916.18	2741.88642142894	243.612485066895	37.1305997274778	0.475394061426269	2.5788864191179e-05	-0.233821012868725	0.661967556242106	-0.709555631673621	0.0161476285664806	0.286949007044352	0.255284910559888	RMND5B	protein_coding	0.730201673250696
ENSG00000108100.17	2578.18859280446	215.739193716275	24.7883546244366	0.475366079902601	9.1622233939041e-06	-0.532961232949311	0.168288104718579	-1.01135077929714	1.54828478706115e-05	-0.0108097645317065	0.851120779036428	CCNY	protein_coding	0.784543438539049
ENSG00000167272.10	1527.24673575981	536.457657901131	0.226659247509495	0.474779752406779	0.00363930629994721	0.645407848402316	0.0128158521319625	0.168364118499342	0.831502514287119	7.47510291957045	0.645379473243782	POP5	protein_coding	NA
ENSG00000080573.6	20.3132855571971	1.71499977120887	0.25222744369204	0.474497042350706	NA	0.387976072534346	NA	-0.0674113642561977	NA	-9.64855144817342	0.503050312218381	COL5A3	protein_coding	NA
ENSG00000141873.10	2419.24364471367	405.873124647067	61.3716837806057	0.473708647700529	4.28409974880786e-06	0.229100523252411	0.614349790028591	-0.246439318551546	0.662869494731847	-0.157097087241892	0.48755516949443	SLC39A3	protein_coding	-0.321663840826565
ENSG00000007520.3	4523.63627483085	478.401659290127	2.9605695702546	0.473535947125467	1.55693400606087e-05	-0.0367703005902409	0.9511630315244	-0.511766510421971	0.144681799333643	-0.391517627430717	0.64154437644208	TSR3	protein_coding	-0.203700266451392
ENSG00000106541.11	1.46829670693137	0	0	0.473202654102404	NA	NA	NA	NA	NA	NA	NA	AGR2	protein_coding	NA
ENSG00000203818.7	1.46829670693137	5427.25103809339	NA	0.473202654102404	NA	0.197173747640395	0.602445458541257	0.00817396825292541	0.999138433300043	NA	NA	HIST2H3PS2	protein_coding	NA
ENSG00000139537.10	19.7522189480566	9.41601264509879	0.51923036552412	0.472495925338281	NA	0.300199270292411	NA	-0.180491681111411	NA	-0.293781194535798	0.910689250913964	CCDC65	protein_coding	NA
ENSG00000153037.13	1618.18074373617	1036.09320351054	7.71700554701007	0.47229798340645	9.25389938757922e-05	0.538071086532605	0.0102675494569181	0.0632875348616172	0.916851036545978	0.684355740391616	0.230019229883589	SRP19	protein_coding	0.688826533163642
ENSG00000149357.9	1993.24588854068	306.253349766296	8.4451786954127	0.472183771727542	5.35073563093199e-05	0.384528182801899	0.465461574055263	-0.0886165618693476	0.929856803874935	0.484745577263615	0.3532049591296	LAMTOR1	protein_coding	0.605783044305758
ENSG00000111832.12	4180.54677104857	845.6217035165	35.1723778575912	0.47212647907048	2.05641240054627e-07	0.219985370135156	0.479072086857016	-0.253997645760164	0.503322493679746	0.0196348644640807	0.953046014086929	RWDD1	protein_coding	0.413287196625884
ENSG00000121769.7	4.69546561582849	1.25585463045029	0	0.472086888988764	NA	2.0140361008034	NA	1.5354879498973	NA	NA	NA	FABP3	protein_coding	NA
ENSG00000226690.7	3.35690407378842	0.728246197567183	0	0.471894231740965	NA	-1.01043182318151	NA	NA	NA	NA	NA	AC005281.1	protein_coding	NA
ENSG00000139405.15	1995.43406635954	93.3680448539698	162.311386858749	0.471639396145758	0.000121553209297345	0.215876735086493	0.813876658778297	-0.251456331506046	0.753513458736747	0.190096598509543	0.182880655580408	RITA1	protein_coding	0.523483508871105
ENSG00000116096.5	987.798169722321	231.595726743189	0	0.471587590923909	0.000868053695399127	0.449723937474644	0.296815151379296	-0.0235697868169756	0.979125990055362	NA	NA	SPR	protein_coding	NA
ENSG00000115073.7	2117.14021940828	258.275840905284	1.28412610034006	0.470992601072397	4.56472563929603e-05	-0.0921228800743225	0.892994801170613	-0.565115168287584	0.0820957479206994	0.658009540364211	0.62055413946058	ACTR1B	protein_coding	-0.880160229993997
ENSG00000143630.9	536.102561377643	37.7346026319425	0	0.470799273953117	0.0215617779737436	0.14990479442227	0.921470198191896	-0.322404681797846	0.789552294889694	NA	NA	HCN3	protein_coding	NA
ENSG00000141526.15	5.23449065632202	0.745101506881493	0	0.470612036741907	NA	-3.01325300113669	NA	NA	NA	NA	NA	SLC16A3	protein_coding	NA
ENSG00000161677.11	876.938052779044	103.22920253161	27.6752216001456	0.46993661046414	0.00550889742117675	0.292668645748087	0.744342116764595	-0.17198527832687	0.876799250756785	-0.0499540699794832	0.91948678230078	JOSD2	protein_coding	0.294909511604894
ENSG00000175189.3	2.90353106089237	0.249410773723866	0	0.469766094238321	NA	-1.43279845404289	NA	NA	NA	NA	NA	INHBC	protein_coding	NA
ENSG00000171408.13	14.4180571608247	6.00286841199536	2.0716490448476	0.469557980936119	NA	0.0148992371480887	NA	-0.477208409193149	NA	-0.366742871796895	0.651118909730721	PDE7B	protein_coding	NA
ENSG00000165238.16	2692.53368820533	504.314207399837	0	0.469470326559169	2.54370315776207e-05	0.121775746747109	0.818783549223926	-0.351256406571066	0.460127094535375	NA	NA	WNK2	protein_coding	NA
ENSG00000174137.12	38.4368515401781	1.49773420896857	0.478886691201535	0.46908332640541	NA	-0.98596439379391	NA	-1.46777206270783	NA	0.71755381549594	0.701015084692122	FAM53A	protein_coding	1
ENSG00000120322.3	4.68444483150503	3.50465613436089	0	0.468230805989358	NA	0.430112534852074	NA	-0.061409776321961	NA	NA	NA	PCDHB8	protein_coding	NA
ENSG00000198113.2	85.4521198384245	7.35412441084806	0.242724382800878	0.46803608043776	0.373067255581076	0.166236018440578	NA	-0.285722190078652	NA	-8.48126629117424	0.494458407548292	TOR4A	protein_coding	NA
ENSG00000144550.12	72.0710279402821	16.9708307108853	0	0.467688487834997	0.433898531239852	1.07153711179692	NA	0.602030883661067	NA	NA	NA	CPNE9	protein_coding	NA
ENSG00000215186.6	20.2471608512563	0.249410773723866	NA	0.467631990574982	NA	-1.43279845404289	NA	NA	NA	NA	NA	GOLGA6B	protein_coding	NA
ENSG00000180425.10	283.032891283961	54.6732881313442	11.9574705739624	0.467424531919699	0.0823743165768115	0.476413296716179	0.61348317385338	0.010693665084837	NA	0.0944143960161035	0.801242354995371	C11orf71	protein_coding	0.415037499278844
ENSG00000105672.14	124.641426423866	20.7254209712478	0	0.467113417602277	0.270049742858828	0.393852761835698	NA	-0.0756816298582622	NA	NA	NA	ETV2	protein_coding	NA
ENSG00000105821.14	3451.64192618936	2269.3792414223	49.3901877233042	0.467105436060211	1.09898532922013e-06	0.59163097144412	0.00132241598649579	0.124088122427561	0.82097665074972	0.116419699729037	0.621715012500946	DNAJC2	protein_coding	0.346062064179353
ENSG00000126767.17	3176.09586463609	100.326385084278	86.2319372982674	0.466836014588447	1.60916704181493e-06	-0.833171017696401	0.161860143456468	-1.29110922881369	1.06727076939886e-05	0.343452742131027	0.295380996013284	ELK1	protein_coding	0.668497763026994
ENSG00000251322.7	1485.3124421943	55.1357962478392	NA	0.466834909226858	0.000930769173041142	-0.236184673963397	0.847289268839572	-0.702723359521456	0.215447081976639	NA	NA	SHANK3	protein_coding	NA
ENSG00000102225.15	18206.9212419989	598.65269597513	457.935237093718	0.466383841354913	2.17026494887904e-09	0.586519428779052	0.0191120987532383	0.118024922407858	0.843847494516518	-0.142194138015663	0.51482154114878	CDK16	protein_coding	0.239569002086822
ENSG00000176407.17	1765.98680945882	406.262355836786	8.486864808019	0.466174619965997	4.35341559909031e-05	-0.130234341120688	0.793705725723945	-0.59916842264432	0.0203211585310686	0.258992253870073	0.675857434337915	KCMF1	protein_coding	1.5612805816895
ENSG00000130813.17	8.19360971083048	1.48244430679932	0	0.466135774761396	NA	-0.0123553578901182	NA	-0.47562538108732	NA	NA	NA	C19orf66	protein_coding	NA
ENSG00000103043.14	2813.77058667431	416.718804848695	42.2155069859629	0.466048932207028	4.5428725322379e-06	0.0903361303305255	0.872427556091559	-0.378035320996458	0.280647273033984	0.292422688232139	0.373911989601229	VAC14	protein_coding	1.1661032904899
ENSG00000122386.10	1811.63212695494	141.409332099123	4.52249131046924	0.465911435835873	5.76813225351381e-05	0.198378058197473	0.781978232108451	-0.267864554267227	0.672797049850301	-0.721580324546465	0.313375728811063	ZNF205	protein_coding	-1.55989332014427
ENSG00000274997.1	13.9646841479286	9114.22951688949	NA	0.465687676976623	NA	0.558900146502034	0.00821612222347032	-0.0414658349907603	0.982695951208161	NA	NA	HIST1H2AH	protein_coding	NA
ENSG00000176927.14	20.3137696291959	8.48318332544822	6.28783553276878	0.465272286595887	NA	-1.24906624020355	NA	-1.717145343921	NA	0.615112657131599	0.198584317631748	EFCAB5	protein_coding	1.13750352374993
ENSG00000253251.2	237.331466185484	66.2977534253563	69.7445918599042	0.464877843659888	0.128281618858788	0.646924121181475	0.385831530789637	0.178829927535416	NA	-0.0873174230153033	0.624600534261062	CTC-534A2.2	protein_coding	-0.231074664436249
ENSG00000171298.12	6130.99707037677	1366.22504571076	9.22484990836868	0.464834477236736	3.24984071898762e-05	0.245091488908751	0.467867792748711	-0.223025716455832	0.699702259573212	0.719938588962136	0.158647047259036	GAA	protein_coding	0.76741939070792
ENSG00000089248.6	6327.5888300356	1170.87008580093	2.67621185597979	0.464011680205803	1.96836051797776e-05	0.566595969653096	0.00339719861262307	0.100576176768617	0.865838629585085	0.219105567132655	0.817502692772582	ERP29	protein_coding	0.605267692097477
ENSG00000180644.6	1.44625513828446	0.249410773723866	0	0.463916611612366	NA	-1.43279845404289	NA	NA	NA	NA	NA	PRF1	protein_coding	NA
ENSG00000278637.1	6.55101062971518	2797.14799704816	NA	0.463679294860409	NA	0.119108391393407	0.71569486125373	-0.410493087271889	0.851355619304454	NA	NA	HIST1H4A	protein_coding	NA
ENSG00000159618.15	3.21614812457366	0	0	0.463654779469861	NA	NA	NA	NA	NA	NA	NA	ADGRG5	protein_coding	NA
ENSG00000197889.9	11.2244346768968	2.79453481273339	0.964335456803292	0.463333103022147	NA	1.45562373820766	NA	0.98048744226797	NA	-2.49743341532682	0.0846254177061929	MEIG1	protein_coding	-0.584962500721156
ENSG00000171488.14	785.676047748428	318.743277937274	16.702691152976	0.462942912893278	0.00340414980079917	0.768907702448441	0.00499629006080033	0.3032188584681	0.584714461825825	-0.514891725891585	0.165987273175015	LRRC8C	protein_coding	-0.29125648518571
ENSG00000163170.11	1741.32757039278	189.487026792615	1.03189865664802	0.462879752053085	0.00088935899140158	-0.376077385287613	0.477008839034257	-0.83829520799631	0.0143559360800427	2.00055336200054	0.213594891380632	BOLA3	protein_coding	0.310067939677301
ENSG00000175854.11	993.944909951627	217.331927139269	0	0.462609713542677	0.00317103279891551	0.326407732041963	0.489875805406929	-0.137635376889057	0.863760778306931	NA	NA	SWI5	protein_coding	NA
ENSG00000108839.11	1.8775865825336	0	0	0.462253949492566	NA	NA	NA	NA	NA	NA	NA	ALOX12	protein_coding	NA
ENSG00000173511.9	1743.3980513091	81.6889067400778	125.30950419717	0.462020146420021	7.36588664451302e-05	0.0960501767170979	0.92672129494757	-0.363415045377773	0.583047814814709	-0.0393232406947472	0.758158694194151	VEGFB	protein_coding	0.877706209711141
ENSG00000186007.9	1.45727592260791	0	0	0.461621550539323	NA	NA	NA	NA	NA	NA	NA	LEMD1	protein_coding	NA
ENSG00000168005.8	4586.24510607439	381.450353936291	7.77604645205909	0.461562709104105	1.4619809155958e-06	-0.624613084292998	0.0461528985338303	-1.08673817500964	1.4682103031716e-06	0.561711000618608	0.314868172152586	C11orf84	protein_coding	1.10752846430445
ENSG00000177042.14	612.463215098064	116.842186821698	1.90310271742404	0.461547688505639	0.0124812538943364	0.459082384797197	0.440501166156075	-0.00202420304040476	0.999138433300043	-1.08280802314738	0.33160070308713	TMEM80	protein_coding	0.844349129539806
ENSG00000071564.14	10146.7561408376	714.054044100956	121.311595671447	0.461002356745453	5.97486428188079e-09	-0.445906982982661	0.199045492786725	-0.910108601648179	0.000519740575944341	0.401241542659696	0.0417379638104244	TCF3	protein_coding	1.0196398581496
ENSG00000054277.13	299.738048213655	63.5747614784714	51.8222285077301	0.460786512199205	0.0840251936620664	-0.0674323202915096	0.954919511169718	-0.529249983863423	NA	0.238224530544467	0.281421360332881	OPN3	protein_coding	0.917537839808027
ENSG00000283619.1	207.620263714931	144.154366263202	NA	0.460291527187475	0.14076027060381	0.500040321476116	0.33471667315434	0.0371135534375488	0.974670818523468	NA	NA	AL022397.1	protein_coding	NA
ENSG00000154237.12	390.703781434664	26.2652750026659	0	0.460131307483677	0.0367140603081183	0.545026821450677	0.712622472425221	0.0914214388093849	NA	NA	NA	LRRK1	protein_coding	NA
ENSG00000196453.7	2282.30541518984	377.375289101256	2.43839821823954	0.459781514410258	1.97998858581346e-05	0.205077180051704	0.646983840501575	-0.256025839616722	0.609020625010345	-1.32151261580263	0.226112097676464	ZNF777	protein_coding	0.523270178314914
ENSG00000139579.12	4883.42270077124	674.472087766882	97.1575244384301	0.459649055649533	2.00337056776916e-05	0.0678992945225256	0.897598691023799	-0.393659127101372	0.273314903961591	0.117885769720439	0.638271142718658	NABP2	protein_coding	0.865911828635752
ENSG00000240204.2	74.0168171436624	16.0654503812831	2.01229924874269	0.459102326202969	0.436700179246979	0.112929487278563	NA	-0.352693458468483	NA	-0.754033733327962	0.457310292533742	SMKR1	protein_coding	-0.584962500721156
ENSG00000103495.13	47650.4075182292	4567.90618929269	102.956823955588	0.45837803862479	1.90100946536808e-09	-0.384973123993673	0.0505379770946261	-0.845699430105381	2.00417789569116e-07	0.0911753150018448	0.703454261573969	MAZ	protein_coding	0.318547354287417
ENSG00000104899.6	1271.74838214457	136.64723354373	0	0.458322251700785	0.00246366441198832	0.521929345150724	0.445488928610974	0.0524006487605203	0.980648628758883	NA	NA	AMH	protein_coding	NA
ENSG00000011021.21	475.582979506999	133.961017698097	0.485448765601756	0.457995892978503	0.0292574313867429	0.285904034927467	0.677386005483864	-0.174503344668989	0.860235935604962	-9.88127554811823	0.219320886675151	CLCN6	protein_coding	NA
ENSG00000060762.18	1354.80336994043	608.511285247515	7.87573992248658	0.457994401332287	0.000365955364299013	0.43739446154351	0.1079341306999	-0.0228126065115103	0.97415981610815	-0.359727101461775	0.482024219881509	MPC1	protein_coding	0.0360823928698932
ENSG00000167491.17	5751.22258191578	798.675014568287	56.1686401884543	0.457817176065091	1.17567632815278e-05	0.102710616803761	0.816465327930811	-0.357245388307836	0.33326644407009	-0.0836752076199332	0.664694166938945	GATAD2A	protein_coding	0.0809894731885661
ENSG00000174938.14	966.158567320561	294.48835252185	14.9009332353191	0.456748681157115	0.00256121282019836	0.504820201227114	0.242230235495706	0.0428762686035405	0.967337929610577	-0.00879555151234035	0.996949951569731	SEZ6L2	protein_coding	-0.664266105587607
ENSG00000118515.11	99.2179248968088	36.6550349245845	0.721611074002413	0.456659670571085	0.35911364317615	0.295010981150538	0.845662779893263	-0.166817128118455	NA	-1.26564492022921	0.501433644476422	SGK1	protein_coding	-0.0489096004809464
ENSG00000160396.8	7.44721994318264	0.247845366578813	0	0.45652955564077	NA	-1.42823635201586	NA	NA	NA	NA	NA	HIPK4	protein_coding	NA
ENSG00000135069.13	6106.24483214631	3017.35493445302	18.8507441216941	0.456464192900915	0.661232146272016	0.527337884516848	0.650344865490954	0.0754635208052759	0.980285595114668	-0.297626455755486	0.472664223471454	PSAT1	protein_coding	-0.0854423203941961
ENSG00000103042.8	314.90796590866	88.2744011343808	21.9085766532964	0.456283533470503	0.0763001142074412	0.653897825287441	0.272353068740415	0.195059120012444	NA	0.259381846784311	0.420077301890165	SLC38A7	protein_coding	0.815991400909249
ENSG00000157103.10	8.63644601140189	1.49176842090804	0.25222744369204	0.456169451846756	NA	-4.01456261928441	NA	-4.48061279171867	NA	1.77627369088962	0.695160107296415	SLC6A1	protein_coding	NA
ENSG00000116786.11	5227.55052875552	319.463207947249	6.5607732087151	0.456002685612453	5.69998509077875e-07	-0.0423625436175822	0.945793012527711	-0.500190919272987	0.0799149058705567	-0.0594865023492703	0.88829755387609	PLEKHM2	protein_coding	0.348260716750709
ENSG00000258839.2	148.602487847893	1.49929961611363	8.12269494892975	0.455971859086734	0.276427409990254	-0.987648744236657	NA	-1.4568775788451	NA	0.0488393460465417	0.827680722139527	MC1R	protein_coding	-0.137503523749935
ENSG00000243509.4	114.043100131334	0.465110928819113	0	0.455838135791635	0.31556145681016	2.35960798092669	NA	NA	NA	NA	NA	TNFRSF6B	protein_coding	NA
ENSG00000127580.15	2264.03480837374	239.531080211573	112.096681472484	0.455696288680199	2.88280973560646e-05	0.342648800154108	0.458062282550101	-0.115195150441976	0.87181933639833	0.140022446674598	0.338136295420685	WDR24	protein_coding	0.311148256134119
ENSG00000148498.15	5239.49953218735	1391.9865606315	33.4933550733739	0.455648678604045	1.81757813988282e-07	0.208990938068613	0.502965835949275	-0.248243761505383	0.562883405640485	0.176926934084053	0.522200028704979	PARD3	protein_coding	0.532832576871991
ENSG00000101638.13	12.0986024217173	0.520077237677523	0	0.455157954843351	NA	0.075602798953471	NA	NA	NA	NA	NA	ST8SIA5	protein_coding	NA
ENSG00000250821.2	30.9445594159806	18.8939994419838	2.86609573594362	0.45506980849362	NA	0.944827781377921	NA	0.4848289944475	NA	0.147611064341794	0.943440347134024	RP11-345F18.1	protein_coding	-0.874469117916141
ENSG00000180138.7	30.3168840289006	120.52231998573	0	0.454738836801473	NA	0.121573803031112	0.894592789050015	-0.378331156036172	NA	NA	NA	CSNK1A1L	protein_coding	NA
ENSG00000189319.13	1225.57591809591	79.1611613626604	11.5093634886812	0.454490194440773	0.00192912496320511	-0.101655204601978	0.92481561537489	-0.55644061190091	0.331126711199663	-0.261464651668736	0.508704472908821	FAM53B	protein_coding	-0.0789513413948217
ENSG00000130193.7	569.317206324578	385.874973150186	6.84549259517816	0.454431493837944	0.0150645768542118	0.147430321376714	0.823966465226301	-0.308290556161372	0.698742108185299	0.212021747483618	0.741733181054591	THEM6	protein_coding	0.204617719608472
ENSG00000213029.3	183.291756703889	0	0.226659247509495	0.453588634669544	0.179962210369574	NA	NA	NA	NA	NA	NA	SPHAR	protein_coding	NA
ENSG00000150672.16	6.10865840114258	3.03797979839673	10.6450831744937	0.453411871593942	NA	0.0422463458710349	NA	-0.418945287951714	NA	0.0644984654441569	0.792154135497879	DLG2	protein_coding	2.0703893278914
ENSG00000172748.12	27.4544377863131	14.1062671988823	0.226659247509495	0.453281437594081	NA	0.663014351810195	NA	0.197490436551997	NA	8.2750834806099	0.669931954342533	ZNF596	protein_coding	NA
ENSG00000151812.14	3.19410655592675	0.465110928819113	0	0.453198191257227	NA	2.35960798092669	NA	NA	NA	NA	NA	SLC35F4	protein_coding	NA
ENSG00000145194.17	696.786750280987	116.321161522518	0	0.453082888949517	0.00716395562676731	0.65464816557948	0.234963797173985	0.200868515708692	0.831502514287119	NA	NA	ECE2	protein_coding	NA
ENSG00000185055.10	29.5839563052937	22.3454821863894	0	0.453074736522047	NA	0.584767283386862	0.70213112576924	0.131922724646715	NA	NA	NA	EFCAB10	protein_coding	NA
ENSG00000256269.6	3485.51871524786	492.924331665888	54.978887532308	0.453045269801926	4.73763942467989e-06	-0.228002252790731	0.560957432904332	-0.682269376938021	0.00467463856459812	0.785791675051458	0.000581468911953719	HMBS	protein_coding	1.56159416762024
